origem;destino;preco;duracao
SBPA;SBCY;[519, 526, 552, 599];'[''4h 30m'', ''4h 30m'', ''5h 40m'', ''4h 30m'']'
SBPA;SBHT;[1071, 1151, 2100, 2185];'[''9h 50m'', ''9h 50m'', ''9h 10m'', ''9h 10m'']'
SBPA;SBBE;[617, 697, 790, 855];'[''12h 20m'', ''12h 20m'', ''5h 40m'', ''5h 40m'']'
SBPA;SBMA;[706, 776, 796, 811];'[''6h 45m'', ''10h'', ''6h 45m'', ''18h 35m'']'
SBPA;SBSN;[846, 911, 1259, 1259];'[''9h 35m'', ''9h 35m'', ''17h 30m'', ''17h 30m'']'
SBPA;SBJP;[608, 634, 608, 688];'[''8h 45m'', ''12h 5m'', ''16h 40m'', ''8h 45m'']'
SBPA;SBKG;[623, 688, 855, 920];'[''20h 25m'', ''20h 25m'', ''8h 20m'', ''8h 20m'']'
SBPA;SBFN;[1361, 1446, 1497, 1518];'[''20h 10m'', ''20h 10m'', ''7h 50m'', ''8h 35m'']'
SBPA;SBPL;[903, 968, 1959, 2046];'[''7h 45m'', ''7h 45m'', ''14h'', ''14h'']'
SBPA;SBRF;[633, 647, 708, 712];'[''6h 5m'', ''7h 45m'', ''6h 5m'', ''5h 30m'']'
SBPA;SBTE;[533, 601, 601, 613];'[''8h 25m'', ''8h 35m'', ''6h'', ''8h 25m'']'
SBPA;SBCA;[334, 414, 426, 491];'[''3h 25m'', ''3h 25m'', ''6h 25m'', ''6h 25m'']'
SBPA;SBCT;[470, 516, 535, 559];'[''1h 5m'', ''1h'', ''1h 5m'', ''3h 40m'']'
SBPA;SBFI;[450, 530, 450, 472, 496];'[''1h 15m'', ''1h 15m'', ''4h 25m'', ''5h 10m'', ''3h 20m'']'
SBPA;SBLO;[312, 372, 327, 333, 349];'[''3h 40m'', ''3h 40m'', ''4h 40m'', ''4h 15m'', ''3h 20m'']'
SBPA;SBMG;[337, 370, 417, 450];'[''4h 35m'', ''4h 10m'', ''4h 35m'', ''4h 10m'']'
SBPA;SBCB;[736, 816];'[''4h 25m'', ''4h 25m'']'
SBPA;SBGL;[728, 728, 793, 818];'[''1h 50m'', ''3h 20m'', ''1h 50m'', ''3h 20m'']'
SBPA;SBSG;[972, 999, 1037, 1047];'[''5h 40m'', ''14h 10m'', ''9h 20m'', ''5h 40m'']'
SBPA;SSKW;[2100, 2185];'[''20h 55m'', ''20h 55m'']'
SBPA;SBPV;[626, 626, 701, 719];'[''19h 30m'', ''19h 30m'', ''19h 30m'', ''10h 55m'']'
SBPA;SBVH;[1422, 1502, 1564, 1644];'[''20h 45m'', ''20h 45m'', ''6h 45m'', ''6h 45m'']'
SBPA;SBBV;[776, 791, 841, 876];'[''8h 15m'', ''15h 50m'', ''8h 15m'', ''15h 50m'']'
SBPA;SBPF;[884, 964, 1002, 1067];'[''4h 45m'', ''4h 45m'', ''5h 5m'', ''5h 5m'']'
SBPA;SBCH;[900, 985, 1110, 1195];'[''11h 15m'', ''11h 15m'', ''5h 30m'', ''5h 30m'']'
SBPA;SBFL;[220, 253, 278, 300];'[''1h'', ''55m'', ''3h 40m'', ''1h'']'
SBPA;SBJV;[292, 357, 380, 404];'[''9h 55m'', ''9h 55m'', ''8h'', ''4h 10m'']'
SBPA;SBNF;[340, 408, 420, 458];'[''1h'', ''1h 20m'', ''1h'', ''6h 30m'']'
SBPA;SBAR;[699, 702, 769, 774];'[''14h 35m'', ''10h 5m'', ''15h 50m'', ''14h 35m'']'
SBPA;SBAU;[583, 663];'[''4h 50m'', ''4h 50m'']'
SBPA;SBKP;[524, 604, 640, 720];'[''1h 35m'', ''1h 35m'', ''1h 35m'', ''1h 35m'']'
SBPA;SBGR;[241, 306, 321, 321];'[''1h 40m'', ''1h 40m'', ''1h 40m'', ''1h 40m'', ''1h 35m'', ''1h 35m'', ''1h 40m'', ''1h 40m'']'
SBPA;SBML;[525, 605];'[''4h 40m'', ''4h 40m'']'
SBPA;SBDN;[485, 525, 550, 590];'[''3h 45m'', ''4h 50m'', ''3h 45m'', ''4h 50m'']'
SBPA;SBRP;[256, 274, 297, 331];'[''7h 35m'', ''3h 45m'', ''3h 40m'', ''7h 35m'']'
SBPA;SBSR;[232, 307, 236, 236, 276];'[''11h 20m'', ''11h 20m'', ''3h 45m'', ''12h 45m'', ''4h 45m'']'
SBPA;SBSP;[330, 390, 395, 428];'[''1h 40m'', ''1h 30m'', ''1h 40m'', ''1h 30m'', ''1h 30m'']'
SBPA;SWGN;[1589, 1654, 1800, 1865];'[''22h 35m'', ''22h 35m'', ''17h 15m'', ''17h 15m'']'
SBPA;SBPJ;[502, 567, 633, 691];'[''5h 5m'', ''5h 5m'', ''8h 15m'', ''13h 15m'']'
SBPA;SBRJ;[616, 765, 616, 676];'[''14h 55m'', ''1h 50m'', ''12h'', ''22h 5m'']'
SBSP;SBCZ;[1060, 1125];'[''7h 35m'', ''7h 35m'']'
SBSP;SBRB;[696, 743, 756, 800];'[''13h 15m'', ''10h 10m'', ''13h 15m'', ''5h 55m'']'
SBSP;SBMO;[1317, 1649, 1374, 1387];'[''6h 25m'', ''2h 55m'', ''9h 35m'', ''6h 25m'']'
SBSP;SBEG;[739, 742, 742, 804];'[''14h 5m'', ''14h 50m'', ''8h'', ''14h 5m'']'
SBSP;SBMQ;[902, 997, 1037, 1102];'[''12h 40m'', ''12h 40m'', ''7h 40m'', ''7h 40m'']'
SBSP;SNBR;[448, 513, 685, 750];'[''14h 55m'', ''14h 55m'', ''4h 25m'', ''4h 25m'']'
SBSP;SBIL;[1056, 1136, 1241, 1321];'[''2h 10m'', ''2h 10m'', ''2h'', ''2h'']'
SBSP;SBPS;[638, 679, 703, 746];'[''1h 55m'', ''6h 10m'', ''1h 55m'', ''2h'']'
SBSP;SBSV;[692, 757, 787, 787];'[''2h 20m'', ''2h 20m'', ''4h'', ''4h 45m'']'
SBSP;SNVB;[2100, 2185];'[''4h 5m'', ''4h 5m'']'
SBSP;SBQV;[990, 1055];'[''3h 20m'', ''3h 20m'']'
SBSP;SBFZ;[842, 842, 842, 907];'[''5h 5m'', ''8h 50m'', ''8h 45m'', ''6h 20m'']'
SBSP;SBBR;[750, 820, 850, 892];'[''1h 45m'', ''1h 45m'', ''1h 45m'', ''1h 45m'', ''1h 45m'', ''1h 45m'', ''1h 45m'', ''1h 45m'']'
SBSP;SBVT;[206, 226, 271, 291];'[''2h 55m'', ''1h 25m'', ''2h 55m'', ''1h 25m'']'
SBSP;SBCN;[290, 355];'[''1h 30m'', ''1h 30m'']'
SBSP;SBGO;[500, 500, 560, 565];'[''1h 40m'', ''8h 45m'', ''1h 40m'', ''8h 45m'']'
SBSP;SBIZ;[658, 743];'[''5h 50m'', ''5h 50m'']'
SBSP;SBSL;[815, 821, 815, 885];'[''7h 40m'', ''5h 5m'', ''15h 10m'', ''7h 40m'']'
SBSP;SBCF;[230, 252, 273, 290];'[''1h 15m'', ''1h 15m'', ''1h 15m'', ''1h 15m'', ''1h 15m'', ''1h 20m'', ''1h 20m'', ''1h 15m'']'
SBSP;SBGV;[1190, 1270];'[''3h 20m'', ''3h 20m'']'
SBSP;SBMK;[522, 602, 1045, 1130];'[''3h 25m'', ''3h 25m'', ''3h 45m'', ''3h 45m'']'
SBSP;SBIP;[472, 519, 552, 599];'[''5h'', ''3h 30m'', ''3h 30m'', ''5h'', ''3h 30m'', ''3h 30m'']'
SBSP;SBUR;[250, 330];'[''5h 40m'', ''5h 40m'']'
SBSP;SBUL;[250, 274, 310, 339];'[''1h 20m'', ''1h 20m'', ''1h 20m'', ''1h 20m'']'
SBSP;SBCG;[548, 613, 735, 805];'[''1h 45m'', ''1h 45m'', ''13h 55m'', ''13h 55m'']'
SBSP;SBAT;[980, 1060];'[''8h 40m'', ''8h 40m'']'
SBSP;SWSI;[936, 1016];'[''8h 10m'', ''8h 10m'']'
SBSP;SBCY;[472, 515, 542, 580];'[''2h 15m'', ''4h 30m'', ''2h 15m'', ''4h 30m'']'
SBSP;SBHT;[1693, 1778];'[''8h 50m'', ''8h 50m'']'
SBSP;SBBE;[671, 700, 756, 765];'[''5h 50m'', ''5h 45m'', ''5h 50m'', ''5h 45m'']'
SBSP;SBMA;[557, 622, 687, 777];'[''5h 5m'', ''5h 5m'', ''6h 40m'', ''6h 40m'']'
SBSP;SBSN;[2100, 2185];'[''8h 35m'', ''8h 35m'']'
SBSP;SBJP;[651, 736, 831, 896];'[''5h 15m'', ''5h 15m'', ''5h 50m'', ''5h 50m'']'
SBSP;SBFN;[1800, 1865];'[''5h 5m'', ''5h 5m'']'
SBSP;SBPL;[2100, 2185];'[''14h 50m'', ''14h 50m'']'
SBSP;SBRF;[590, 892, 650, 717];'[''10h 45m'', ''3h'', ''10h 45m'', ''7h 40m'']'
SBSP;SBTE;[810, 810, 900, 900];'[''4h 40m'', ''12h 10m'', ''4h 40m'', ''12h 10m'']'
SBSP;SBCT;[140, 171, 200, 227];'[''1h 5m'', ''1h 5m'', ''55m'', ''1h 5m'', ''1h 5m'', ''1h'']'
SBSP;SBFI;[430, 456, 469, 495];'[''3h 30m'', ''1h 35m'', ''3h 25m'', ''3h 30m'']'
SBSP;SBLO;[482, 530, 530, 547];'[''1h 15m'', ''1h 15m'', ''1h 15m'', ''3h 30m'', ''1h 15m'', ''1h 15m'']'
SBSP;SBMG;[439, 504, 643, 708];'[''1h 20m'', ''1h 20m'', ''1h 20m'', ''1h 20m'', ''4h 20m'', ''4h 20m'']'
SBSP;SBCB;[1208, 1293];'[''3h 25m'', ''3h 25m'']'
SBSP;SBGL;[413, 473, 500, 565];'[''1h 5m'', ''1h 5m'', ''1h 5m'', ''1h 5m'']'
SBSP;SBSG;[830, 830, 895, 905];'[''6h 40m'', ''15h 15m'', ''8h 15m'', ''6h 40m'']'
SBSP;SBPV;[896, 961, 1324, 1389];'[''6h 45m'', ''6h 45m'', ''5h 35m'', ''5h 35m'']'
SBSP;SBBV;[991, 1086, 1139, 1204];'[''13h 40m'', ''13h 40m'', ''6h 10m'', ''6h 10m'']'
SBSP;SBCX;[592, 657];'[''1h 35m'', ''1h 35m'']'
SBSP;SBPA;[390, 428, 455, 460];'[''1h 40m'', ''1h 40m'', ''1h 40m'', ''1h 40m'']'
SBSP;SBFL;[277, 342, 381, 419];'[''1h 15m'', ''1h 15m'', ''1h 15m'', ''1h 15m'', ''1h 15m'', ''1h 15m'', ''1h 15m'']'
SBSP;SBJV;[255, 320, 371, 441];'[''1h'', ''1h'', ''1h 10m'', ''1h 10m'']'
SBSP;SBNF;[600, 659, 665, 724];'[''1h 15m'', ''1h 15m'', ''1h 5m'', ''1h 5m'', ''1h 15m'', ''1h 15m'', ''1h 5m'', ''1h 5m'']'
SBSP;SBAR;[740, 1051, 820, 830];'[''4h 55m'', ''2h 35m'', ''14h 30m'', ''4h 55m'']'
SBSP;SBDN;[290, 355];'[''1h 10m'', ''1h 10m'']'
SBSP;SBRP;[230, 295];'[''1h'', ''1h'', ''1h'', ''1h'']'
SBSP;SBSR;[295, 360, 380, 445];'[''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'']'
SBSP;SWGN;[748, 813, 1586, 1651];'[''8h 40m'', ''8h 40m'', ''20h 25m'', ''20h 25m'']'
SBSP;SBPJ;[481, 546, 1192, 1257];'[''11h 10m'', ''11h 10m'', ''4h 10m'', ''4h 10m'']'
SBSP;SBRJ;[455, 520, 578, 578];'[''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h'', ''1h'', ''1h 5m'']'
SBGR;SBCZ;[1308, 1373];'[''7h 25m'', ''7h 25m'']'
SBGR;SBRB;[935, 1005, 1075, 1106];'[''11h 10m'', ''11h 10m'', ''5h 45m'', ''8h 5m'']'
SBGR;SBMO;[1056, 1061, 1056, 1126];'[''7h 55m'', ''2h 55m'', ''7h 55m'', ''2h 55m'']'
SBGR;SBEG;[616, 681, 616, 655, 666];'[''3h 50m'', ''3h 50m'', ''5h 45m'', ''3h 55m'', ''14h 10m'']'
SBGR;SBTT;[1113, 1198];'[''4h 25m'', ''4h 25m'']'
SBGR;SBMQ;[542, 607, 804, 869];'[''10h 55m'', ''10h 55m'', ''5h 10m'', ''5h 10m'']'
SBGR;SNBR;[421, 463, 486, 528];'[''15h'', ''4h 20m'', ''15h'', ''4h 20m'']'
SBGR;SBIL;[1557, 1632, 2100, 2184];'[''7h 35m'', ''7h 35m'', ''6h 20m'', ''6h 20m'']'
SBGR;SBPS;[702, 780, 702, 767];'[''12h 30m'', ''1h 55m'', ''10h 20m'', ''10h 20m'']'
SBGR;SBSV;[316, 359, 379, 381];'[''2h 25m'', ''2h 25m'', ''2h 25m'', ''2h 20m'', ''2h 25m'', ''2h 25m'']'
SBGR;SNVB;[2029, 2114];'[''3h 45m'', ''3h 45m'']'
SBGR;SBQV;[479, 544, 567, 632];'[''3h 15m'', ''3h 15m'', ''2h'', ''2h'']'
SBGR;SBFZ;[450, 500, 500, 530];'[''10h 5m'', ''3h 25m'', ''3h 25m'', ''10h 5m'']'
SBGR;SBJU;[410, 475, 486, 551];'[''3h'', ''3h'', ''3h'', ''3h'']'
SBGR;SBBR;[324, 389, 443, 494];'[''1h 40m'', ''1h 40m'', ''1h 50m'', ''1h 40m'']'
SBGR;SBVT;[175, 192, 235, 245];'[''1h 35m'', ''1h 30m'', ''1h 35m'', ''3h 10m'']'
SBGR;SBGO;[252, 270, 335, 340];'[''3h 5m'', ''1h 35m'', ''1h 35m'', ''1h 45m'']'
SBGR;SBIZ;[658, 723, 728, 757];'[''3h 5m'', ''8h 55m'', ''3h 5m'', ''17h 35m'']'
SBGR;SBSL;[664, 729, 668, 715, 715];'[''6h 45m'', ''6h 45m'', ''11h 20m'', ''3h 25m'', ''3h 25m'']'
SBGR;SBCF;[180, 240, 180, 215, 215];'[''1h 15m'', ''1h 15m'', ''1h 15m'', ''1h 20m'', ''1h 15m'', ''1h 15m'', ''1h 15m'']'
SBGR;SBGV;[1047, 1127, 1221, 1306];'[''6h'', ''6h'', ''3h'', ''3h'']'
SBGR;SBMK;[403, 426, 468, 491];'[''6h 5m'', ''1h 25m'', ''6h 5m'', ''1h 25m'']'
SBGR;SBIP;[571, 628, 651, 708];'[''3h 10m'', ''3h 25m'', ''3h 10m'', ''3h 25m'']'
SBGR;SBUR;[204, 284, 404, 484];'[''5h 20m'', ''5h 20m'', ''3h 5m'', ''3h 5m'']'
SBGR;SBUL;[204, 255, 274, 320];'[''1h 20m'', ''3h 30m'', ''1h 20m'', ''3h 30m'']'
SBGR;SBCG;[350, 350, 380, 410];'[''1h 40m'', ''1h 55m'', ''1h 55m'', ''1h 40m'']'
SBGR;SBAT;[957, 1037];'[''7h 35m'', ''7h 35m'']'
SBGR;SWSI;[781, 859, 861, 939];'[''16h 15m'', ''7h 40m'', ''16h 15m'', ''7h 40m'']'
SBGR;SBCY;[490, 490, 490, 555];'[''2h 15m'', ''2h 20m'', ''6h 25m'', ''2h 15m'']'
SBGR;SBHT;[1067, 1147, 1399, 1479];'[''7h 45m'', ''7h 45m'', ''19h 55m'', ''19h 55m'']'
SBGR;SBBE;[461, 461, 526, 526];'[''3h 25m'', ''3h 35m'', ''3h 25m'', ''3h 35m'']'
SBGR;SBMA;[446, 511, 610, 680];'[''6h 30m'', ''6h 30m'', ''7h 40m'', ''7h 40m'']'
SBGR;SBSN;[811, 886, 1403, 1478];'[''19h 10m'', ''19h 10m'', ''25h 25m'', ''25h 25m'']'
SBGR;SBJP;[790, 844, 855, 889];'[''5h 5m'', ''4h 55m'', ''5h 5m'', ''3h 10m'']'
SBGR;SBKG;[798, 863];'[''3h 15m'', ''3h 15m'']'
SBGR;SBFN;[1266, 1346, 1379, 1459];'[''9h 5m'', ''9h 5m'', ''5h'', ''5h'']'
SBGR;SBPL;[753, 753, 818, 818];'[''2h 40m'', ''6h 25m'', ''2h 40m'', ''6h 25m'']'
SBGR;SBRF;[523, 581, 593, 603];'[''3h 20m'', ''3h 5m'', ''3h'', ''3h 20m'']'
SBGR;SBTE;[703, 703, 788, 819];'[''3h 15m'', ''5h 40m'', ''3h 15m'', ''5h 45m'']'
SBGR;SBCA;[323, 388, 1110, 1195];'[''1h 35m'', ''1h 35m'', ''1h 35m'', ''1h 35m'', ''3h 10m'', ''3h 10m'']'
SBGR;SBCT;[143, 203, 143, 162, 181];'[''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 10m'', ''1h 5m'', ''1h 5m'', ''1h 5m'']'
SBGR;SBFI;[291, 356, 320, 323, 335];'[''1h 35m'', ''1h 35m'', ''1h 45m'', ''1h 35m'', ''1h 40m'']'
SBGR;SBLO;[426, 511, 1354, 1429];'[''1h 15m'', ''1h 15m'', ''4h 30m'', ''4h 30m'']'
SBGR;SBMG;[672, 737, 1042, 1117];'[''1h 15m'', ''1h 15m'', ''5h 15m'', ''5h 15m'']'
SBGR;SBCB;[451, 531];'[''3h 20m'', ''3h 20m'']'
SBGR;SBGL;[490, 516, 560, 586];'[''1h 10m'', ''1h'', ''1h 10m'', ''1h'']'
SBGR;SBSG;[638, 703, 871, 912];'[''3h 25m'', ''3h 25m'', ''3h 25m'', ''3h 15m'']'
SBGR;SBPV;[559, 624, 660, 721];'[''8h 25m'', ''8h 25m'', ''3h 45m'', ''5h 15m'']'
SBGR;SBVH;[794, 873, 874, 953];'[''18h 50m'', ''5h 55m'', ''18h 50m'', ''5h 55m'']'
SBGR;SBBV;[799, 874, 879, 940];'[''17h 5m'', ''17h 5m'', ''8h'', ''11h 5m'']'
SBGR;SBPF;[326, 391];'[''1h 35m'', ''1h 35m'']'
SBGR;SBPA;[321, 386, 321, 337, 353];'[''1h 40m'', ''1h 40m'', ''1h 40m'', ''1h 40m'', ''1h 40m'', ''1h 45m'', ''1h 45m'', ''1h 45m'', ''1h 45m'', ''1h 45m'', ''1h 45m'']'
SBGR;SBCH;[723, 788];'[''1h 35m'', ''1h 35m'']'
SBGR;SBFL;[171, 226, 258, 261];'[''1h 15m'', ''1h 15m'', ''1h 15m'', ''1h 15m'', ''1h 15m'', ''1h 15m'']'
SBGR;SBJV;[494, 559];'[''1h 5m'', ''1h 5m'']'
SBGR;SBNF;[373, 394, 438, 459];'[''1h 15m'', ''1h 15m'', ''1h 15m'', ''1h 15m'']'
SBGR;SBAR;[549, 614, 705, 754];'[''2h 40m'', ''2h 40m'', ''5h 35m'', ''5h 55m'']'
SBGR;SBRP;[179, 191, 200, 330];'[''1h 10m'', ''1h 5m'', ''1h 10m'', ''1h 5m'']'
SBGR;SBSR;[230, 295, 795, 860];'[''1h 5m'', ''1h 5m'', ''26h 15m'', ''26h 15m'']'
SBGR;SWGN;[574, 859, 1137, 1159];'[''7h'', ''7h'', ''19h 20m'', ''7h'']'
SBGR;SBPJ;[374, 494, 551, 559];'[''5h 35m'', ''2h 20m'', ''4h 50m'', ''2h 20m'']'
SBGL;SBCZ;[1435, 1500];'[''11h 5m'', ''11h 5m'']'
SBGL;SBRB;[582, 642, 669, 734];'[''14h 25m'', ''14h 25m'', ''9h 25m'', ''9h 25m'']'
SBGL;SBMO;[840, 1180, 915, 1030];'[''19h 50m'', ''2h 30m'', ''19h 50m'', ''19h 50m'']'
SBGL;SBEG;[579, 579, 644, 644];'[''4h'', ''4h 10m'', ''4h 10m'', ''4h'', ''4h 10m'', ''4h 10m'']'
SBGL;SBMQ;[690, 690, 755, 755];'[''16h 45m'', ''16h 45m'', ''16h 45m'', ''16h 45m'']'
SBGL;SNBR;[917, 992, 1054, 1119];'[''21h 35m'', ''21h 35m'', ''14h'', ''14h'']'
SBGL;SBIL;[860, 911, 950, 1006];'[''3h 55m'', ''17h 30m'', ''3h 55m'', ''17h 30m'']'
SBGL;SBPS;[280, 340, 501, 501];'[''5h 10m'', ''5h 10m'', ''13h 25m'', ''12h 50m'', ''12h 50m'']'
SBGL;SBSV;[962, 1057, 1058, 962, 998];'[''5h 15m'', ''5h 15m'', ''1h 55m'', ''6h 50m'', ''4h'']'
SBGL;SNVB;[2100, 2185];'[''4h 10m'', ''4h 10m'']'
SBGL;SBQV;[933, 998, 1188, 1253];'[''3h 45m'', ''3h 45m'', ''7h 30m'', ''7h 30m'']'
SBGL;SBFZ;[448, 508, 776, 618];'[''4h 50m'', ''4h 50m'', ''3h 10m'', ''3h 10m'', ''7h 40m'']'
SBGL;SBJU;[650, 715, 908, 973];'[''15h 10m'', ''15h 10m'', ''4h 45m'', ''4h 45m'']'
SBGL;SBBR;[530, 595, 901, 966];'[''1h 50m'', ''1h 50m'', ''1h 50m'', ''1h 50m'']'
SBGL;SBVT;[490, 504, 504, 555];'[''1h 5m'', ''9h 5m'', ''12h 30m'', ''1h 5m'']'
SBGL;SBCN;[1207, 1272];'[''4h 10m'', ''4h 10m'']'
SBGL;SBGO;[491, 523, 523, 556];'[''3h 45m'', ''5h 15m'', ''11h 30m'', ''3h 45m'']'
SBGL;SBIZ;[799, 889];'[''9h 30m'', ''9h 30m'']'
SBGL;SBSL;[844, 1132, 894, 910];'[''10h 50m'', ''3h 15m'', ''11h 55m'', ''10h 50m'']'
SBGL;SBCF;[158, 218, 226, 285];'[''1h 10m'', ''1h 10m'', ''8h 40m'', ''1h 5m'', ''1h 5m'', ''1h 5m'']'
SBGL;SBGV;[1712, 1797];'[''3h 25m'', ''3h 25m'']'
SBGL;SBMK;[608, 673, 1317, 1402];'[''5h 15m'', ''5h 15m'', ''3h 30m'', ''3h 30m'']'
SBGL;SBIP;[1005, 1090, 1135, 1220];'[''3h 35m'', ''3h 35m'', ''6h 10m'', ''6h 10m'']'
SBGL;SBUR;[864, 950];'[''5h 45m'', ''5h 45m'']'
SBGL;SBUL;[538, 538, 603, 617];'[''3h 40m'', ''13h 45m'', ''3h 40m'', ''9h 5m'']'
SBGL;SBCG;[320, 380, 409, 417];'[''4h 30m'', ''4h 30m'', ''4h 50m'', ''3h 50m'']'
SBGL;SBCR;[1449, 1534];'[''4h 25m'', ''4h 25m'']'
SBGL;SBAT;[778, 856, 858, 936];'[''25h 55m'', ''8h 45m'', ''25h 55m'', ''8h 45m'']'
SBGL;SWSI;[1589, 1674, 2100, 2185];'[''23h 20m'', ''23h 20m'', ''8h 15m'', ''8h 15m'']'
SBGL;SBCY;[521, 586, 537, 521, 537];'[''9h 30m'', ''9h 30m'', ''13h 25m'', ''8h 30m'', ''13h 25m'']'
SBGL;SBHT;[1327, 1407, 2100, 2185];'[''9h 25m'', ''9h 25m'', ''8h 55m'', ''8h 55m'']'
SBGL;SBBE;[712, 712, 797, 797];'[''5h 55m'', ''17h 30m'', ''5h 55m'', ''17h 30m'']'
SBGL;SBMA;[595, 660, 882, 882];'[''9h 35m'', ''9h 35m'', ''10h 15m'', ''19h 20m'']'
SBGL;SBSN;[1185, 1185, 1275, 1275];'[''17h 55m'', ''17h 55m'', ''17h 55m'', ''17h 55m'']'
SBGL;SBJP;[766, 831, 779, 807, 779];'[''7h 15m'', ''7h 15m'', ''6h 25m'', ''4h 35m'', ''17h 5m'']'
SBGL;SBKG;[1519, 1584];'[''5h 20m'', ''5h 20m'']'
SBGL;SBFN;[1470, 1555, 1567, 1632];'[''5h 20m'', ''5h 20m'', ''6h 25m'', ''6h 25m'']'
SBGL;SBPL;[903, 968, 1168, 1243];'[''4h 45m'', ''4h 45m'', ''10h 50m'', ''10h 50m'']'
SBGL;SBRF;[504, 570, 584, 645];'[''2h 55m'', ''11h 30m'', ''2h 55m'', ''11h 30m'']'
SBGL;SBTE;[450, 530, 536, 589];'[''8h 55m'', ''8h 55m'', ''8h'', ''8h 15m'']'
SBGL;SBCA;[841, 906, 1023, 1103];'[''3h 40m'', ''3h 40m'', ''9h'', ''9h'']'
SBGL;SBCT;[395, 421, 395, 455];'[''3h'', ''1h 35m'', ''7h 40m'', ''8h 35m'']'
SBGL;SBFI;[707, 708, 777, 787];'[''2h 10m'', ''2h 10m'', ''3h 45m'', ''2h 15m'', ''2h 15m'', ''2h 10m'', ''2h 10m'']'
SBGL;SBLO;[297, 357, 359, 424];'[''8h 35m'', ''8h 35m'', ''3h'', ''3h'']'
SBGL;SBMG;[539, 604, 656, 721];'[''6h 30m'', ''6h 30m'', ''3h 5m'', ''3h 5m'']'
SBGL;SBSG;[675, 723, 740, 788];'[''4h 55m'', ''3h'', ''4h 55m'', ''3h'']'
SBGL;SSKW;[1451, 1531];'[''26h 5m'', ''26h 5m'']'
SBGL;SBPV;[653, 718, 723, 723];'[''16h 20m'', ''16h 20m'', ''15h 55m'', ''9h 55m'']'
SBGL;SBVH;[985, 1065, 1083, 1163];'[''25h 55m'', ''25h 55m'', ''6h 30m'', ''6h 30m'']'
SBGL;SBBV;[565, 630, 665, 665];'[''6h 5m'', ''6h 5m'', ''17h 45m'', ''17h 45m'']'
SBGL;SBCX;[815, 880];'[''4h 35m'', ''4h 35m'']'
SBGL;SBPF;[1002, 1043, 1067, 1129];'[''3h 55m'', ''4h 30m'', ''3h 55m'', ''4h 30m'']'
SBGL;SBPA;[728, 728, 748, 793];'[''2h 10m'', ''2h 10m'', ''2h 10m'', ''2h 10m'', ''4h 5m'', ''5h 35m'', ''2h 10m'', ''2h 10m'', ''2h 10m'', ''2h 10m'']'
SBGL;SBCH;[770, 835, 1635, 1710];'[''3h 55m'', ''3h 55m'', ''10h 40m'', ''10h 40m'']'
SBGL;SBFL;[713, 826, 713, 803];'[''3h 40m'', ''1h 40m'', ''1h 40m'', ''1h 40m'', ''1h 40m'', ''26h 35m'', ''3h 40m'']'
SBGL;SBJV;[353, 413, 500, 565];'[''7h 40m'', ''7h 40m'', ''13h 45m'', ''13h 45m'']'
SBGL;SBNF;[419, 419, 479, 484];'[''3h 50m'', ''10h 25m'', ''9h 25m'', ''3h 50m'']'
SBGL;SBAR;[753, 818, 753, 1126, 753];'[''11h 5m'', ''11h 5m'', ''5h 55m'', ''2h 20m'', ''8h 15m'']'
SBGL;SBAU;[1359, 1444];'[''4h 35m'', ''4h 35m'']'
SBGL;SBKP;[445, 510, 870, 955];'[''1h 15m'', ''1h 15m'', ''1h 5m'', ''1h 5m'']'
SBGL;SBGR;[301, 366, 454, 514];'[''1h 10m'', ''1h 10m'', ''1h 5m'', ''1h 5m'', ''1h 10m'', ''1h 10m'']'
SBGL;SBML;[1015, 1100];'[''4h 25m'', ''4h 25m'']'
SBGL;SBDN;[494, 559, 1341, 1416];'[''4h 40m'', ''4h 40m'', ''4h 35m'', ''4h 35m'']'
SBGL;SBRP;[354, 378, 378, 434];'[''7h 35m'', ''6h 55m'', ''5h 55m'', ''7h 35m'']'
SBGL;SBSR;[336, 376, 401, 376];'[''6h 25m'', ''5h 45m'', ''6h 25m'', ''7h 15m'']'
SBGL;SBSP;[413, 473, 500, 505];'[''1h 5m'', ''1h 5m'', ''1h 15m'', ''1h 10m'']'
SBGL;SWGN;[1262, 1327];'[''18h 50m'', ''18h 50m'']'
SBGL;SBPJ;[689, 696, 764, 776];'[''5h 20m'', ''7h 45m'', ''5h 20m'', ''7h 45m'']'
SBKP;SBRB;[990, 1065, 1266, 1331];'[''10h 20m'', ''10h 20m'', ''5h 55m'', ''5h 55m'']'
SBKP;SBMO;[1475, 1528, 1550, 1593];'[''14h 35m'', ''5h 5m'', ''14h 35m'', ''5h 5m'']'
SBKP;SBEG;[919, 956, 984, 1014];'[''5h 55m'', ''3h 55m'', ''5h 55m'', ''6h 25m'']'
SBKP;SBMQ;[1063, 1112, 1128, 1198];'[''7h 40m'', ''5h 30m'', ''7h 40m'', ''5h 30m'']'
SBKP;SNBR;[467, 532, 627, 692];'[''12h 20m'', ''12h 20m'', ''4h 25m'', ''4h 25m'']'
