origem;destino;custo_menor_custo;duracao_menor_custo;custo_menor_duracao;duracao_menor_duracao
SBCY;SBRB;[1093, 1158, 1093, 1093, 1093];['8h 20m', '8h 20m', '10h 40m', '29h 20m', '29h 20m'];[1093, 1158, 1093, 1093, 1093];['8h 20m', '8h 20m', '10h 40m', '29h 20m', '29h 20m']
SBCY;SBMO;[1235, 1300, 1380, 1380];['13h 55m', '13h 55m', '6h 10m', '10h'];[1235, 1300, 1380, 1380];['13h 55m', '13h 55m', '6h 10m', '10h']
SBCY;SBEG;[993, 1083, 993, 993, 993];['6h 5m', '6h 5m', '28h 20m', '28h 20m', '17h 10m'];[993, 1083, 993, 993, 993];['6h 5m', '6h 5m', '28h 20m', '28h 20m', '17h 10m']
SBCY;SWPI;[];[];[];[]
SBCY;SBTT;[1439, 1519];['14h 50m', '14h 50m'];[1439, 1519];['14h 50m', '14h 50m']
SBCY;SBTF;[];[];[];[]
SBCY;SBMQ;[586, 671, 818, 818];['5h 40m', '5h 40m', '20h 30m', '39h 10m'];[586, 671, 818, 818];['5h 40m', '5h 40m', '20h 30m', '39h 10m']
SBCY;SNBR;[725, 790, 793, 858];['4h 35m', '4h 35m', '5h 55m', '5h 55m'];[725, 790, 793, 858];['4h 35m', '4h 35m', '5h 55m', '5h 55m']
SBCY;SBFE;[];[];[];[]
SBCY;SBIL;[1095, 1095, 1185, 2100];['5h 30m', '19h 30m', '5h 30m', '6h 40m'];[1095, 1095, 1185, 2100];['5h 30m', '19h 30m', '5h 30m', '6h 40m']
SBCY;SBLE;[1095, 1175];['18h 10m', '18h 10m'];[1095, 1175];['18h 10m', '18h 10m']
SBCY;SBUF;[];[];[];[]
SBCY;SBPS;[522, 587, 522, 522, 522];['5h', '5h', '19h 50m', '19h 50m', '19h 50m'];[522, 587, 522, 522, 522];['5h', '5h', '19h 50m', '19h 50m', '19h 50m']
SBCY;SBSV;[715, 780, 715, 721, 735];['5h 15m', '5h 15m', '4h 55m', '10h 50m', '7h 45m'];[715, 780, 715, 721, 735];['5h 15m', '5h 15m', '4h 55m', '10h 50m', '7h 45m']
SBCY;SNTF;[];[];[];[]
SBCY;SNVB;[];[];[];[]
SBCY;SBQV;[667, 732, 853, 918];['9h 35m', '9h 35m', '5h 35m', '5h 35m'];[667, 732, 853, 918];['9h 35m', '9h 35m', '5h 35m', '5h 35m']
SBCY;SBFZ;[886, 900, 906, 886];['23h 35m', '20h 10m', '19h 10m', '23h 35m'];[886, 900, 906, 886];['23h 35m', '20h 10m', '19h 10m', '23h 35m']
SBCY;SBJU;[731, 796, 933, 998];['6h 35m', '6h 35m', '5h 55m', '5h 55m'];[731, 796, 933, 998];['6h 35m', '6h 35m', '5h 55m', '5h 55m']
SBCY;SBBR;[573, 599, 638, 653];['1h 35m', '4h 55m', '1h 35m', '5h 5m'];[573, 599, 638, 653];['1h 35m', '4h 55m', '1h 35m', '5h 5m']
SBCY;SBVT;[661, 726, 661, 667, 661];['4h 40m', '4h 40m', '4h 25m', '9h 35m', '14h 25m'];[661, 726, 661, 667, 661];['4h 40m', '4h 40m', '4h 25m', '9h 35m', '14h 25m']
SBCY;SBCN;[2100, 2185];['10h 55m', '10h 55m'];[2100, 2185];['10h 55m', '10h 55m']
SBCY;SBGO;[667, 732, 667, 669, 721];['3h 25m', '3h 25m', '4h 40m', '4h 50m', '1h 15m'];[667, 732, 667, 669, 721];['3h 25m', '3h 25m', '4h 40m', '4h 50m', '1h 15m']
SBCY;SWLC;[737, 817];['4h 40m', '4h 40m'];[737, 817];['4h 40m', '4h 40m']
SBCY;SBIZ;[1149, 1214, 1203, 1351];['11h 55m', '11h 55m', '42h 10m', '4h 50m'];[1149, 1214, 1203, 1351];['11h 55m', '11h 55m', '42h 10m', '4h 50m']
SBCY;SBSL;[895, 960, 895, 895, 895];['9h 55m', '9h 55m', '5h 10m', '14h 40m', '12h 15m'];[895, 960, 895, 895, 895];['9h 55m', '9h 55m', '5h 10m', '14h 40m', '12h 15m']
SBCY;SBAX;[];[];[];[]
SBCY;SBBH;[];[];[];[]
SBCY;SBCF;[635, 700, 794, 794];['2h 15m', '2h 15m', '3h 30m', '4h 10m'];[635, 700, 794, 794];['2h 15m', '2h 15m', '3h 30m', '4h 10m']
SBCY;SBZM;[];[];[];[]
SBCY;SBGV;[906, 986];['8h 20m', '8h 20m'];[906, 986];['8h 20m', '8h 20m']
SBCY;SBJF;[1178, 1258];['4h 30m', '4h 30m'];[1178, 1258];['4h 30m', '4h 30m']
SBCY;SBMK;[733, 813, 903, 983];['4h 35m', '4h 35m', '5h 30m', '5h 30m'];[733, 813, 903, 983];['4h 35m', '4h 35m', '5h 30m', '5h 30m']
SBCY;SNPD;[];[];[];[]
SBCY;SBIP;[981, 1061, 2012, 2182];['5h', '5h', '5h 5m', '5h 5m'];[981, 1061, 2012, 2182];['5h', '5h', '5h 5m', '5h 5m']
SBCY;SBUR;[973, 1053];['10h 5m', '10h 5m'];[973, 1053];['10h 5m', '10h 5m']
SBCY;SBUL;[551, 615, 625, 631];['11h 45m', '9h', '5h 25m', '11h 45m'];[551, 615, 625, 631];['11h 45m', '9h', '5h 25m', '11h 45m']
SBCY;SBCG;[346, 405, 411, 470];['1h 5m', '1h 5m', '1h 5m', '1h 5m'];[346, 405, 411, 470];['1h 5m', '1h 5m', '1h 5m', '1h 5m']
SBCY;SBCR;[];[];[];[]
SBCY;SBDO;[];[];[];[]
SBCY;SBTG;[];[];[];[]
SBCY;SBAT;[415, 495];['1h 15m', '1h 15m'];[415, 495];['1h 15m', '1h 15m']
SBCY;SWRD;[1937, 2022, 2037, 2122];['14h 35m', '14h 35m', '6h 5m', '6h 5m'];[1937, 2022, 2037, 2122];['14h 35m', '14h 35m', '6h 5m', '6h 5m']
SBCY;SWSI;[920, 1005];['55m', '55m', '55m', '55m'];[920, 1005];['55m', '55m', '55m', '55m']
SBCY;SBCY;[];[];[];[]
SBCY;SBHT;[1223, 1303];['10h 20m', '10h 20m'];[1223, 1303];['10h 20m', '10h 20m']
SBCY;SBBE;[969, 1049, 969, 1025, 1025];['8h 5m', '8h 5m', '5h 15m', '4h 50m', '6h 20m'];[969, 1049, 969, 1025, 1025];['8h 5m', '8h 5m', '5h 15m', '4h 50m', '6h 20m']
SBCY;SBIH;[];[];[];[]
SBCY;SBMA;[826, 891, 826, 826, 826];['6h 55m', '6h 55m', '8h 50m', '11h 5m', '20h 35m'];[826, 891, 826, 826, 826];['6h 55m', '6h 55m', '8h 50m', '11h 5m', '20h 35m']
SBCY;SBCJ;[1033, 1098, 1136, 1216];['8h 45m', '8h 45m', '7h 25m', '7h 25m'];[1033, 1098, 1136, 1216];['8h 45m', '8h 45m', '7h 25m', '7h 25m']
SBCY;SBSN;[1157, 1252, 1169, 1157, 1157];['10h 30m', '10h 30m', '8h 55m', '20h', '20h'];[1157, 1252, 1169, 1157, 1157];['10h 30m', '10h 30m', '8h 55m', '20h', '20h']
SBCY;SBTU;[];[];[];[]
SBCY;SBJP;[935, 1000, 935, 935, 935];['20h 25m', '20h 25m', '5h 40m', '39h 10m', '27h 20m'];[935, 1000, 935, 935, 935];['20h 25m', '20h 25m', '5h 40m', '39h 10m', '27h 20m']
SBCY;SBKG;[744, 809, 1036, 1101];['6h 40m', '6h 40m', '8h 20m', '8h 20m'];[744, 809, 1036, 1101];['6h 40m', '6h 40m', '8h 20m', '8h 20m']
SBCY;SBFN;[1700, 1765, 1800, 1865];['7h 50m', '7h 50m', '15h 25m', '15h 25m'];[1700, 1765, 1800, 1865];['7h 50m', '7h 50m', '15h 25m', '15h 25m']
SBCY;SBPL;[926, 926, 926, 991];['6h 5m', '7h', '9h 15m', '6h 5m'];[926, 926, 926, 991];['6h 5m', '7h', '9h 15m', '6h 5m']
SBCY;SBRF;[822, 822, 822, 892];['5h 25m', '14h 55m', '9h 5m', '5h 25m'];[822, 822, 822, 892];['5h 25m', '14h 55m', '9h 5m', '5h 25m']
SBCY;SBPB;[];[];[];[]
SBCY;SBTE;[846, 926, 888, 895, 895];['5h', '5h', '20h 15m', '12h 5m', '26h 5m'];[846, 926, 888, 895, 895];['5h', '5h', '20h 15m', '12h 5m', '26h 5m']
SBCY;SBCA;[581, 616, 616, 661];['10h 30m', '5h 10m', '15h 50m', '10h 30m'];[581, 616, 616, 661];['10h 30m', '5h 10m', '15h 50m', '10h 30m']
SBCY;SBCT;[955, 955, 993, 1020];['4h 35m', '4h 5m', '3h', '4h 35m'];[955, 955, 993, 1020];['4h 35m', '4h 5m', '3h', '4h 35m']
SBCY;SBFI;[574, 579, 607, 639];['10h 10m', '4h 40m', '8h 30m', '10h 10m'];[574, 579, 607, 639];['10h 10m', '4h 40m', '8h 30m', '10h 10m']
SBCY;SBLO;[722, 932, 852, 902, 902];['26h 5m', '1h 40m', '1h 40m', '4h 50m', '4h 10m'];[722, 932, 852, 902, 902];['26h 5m', '1h 40m', '1h 40m', '4h 50m', '4h 10m']
SBCY;SBMG;[1456, 1464, 1529, 1536];['6h 30m', '4h 25m', '4h 25m', '6h 30m'];[1456, 1464, 1529, 1536];['6h 30m', '4h 25m', '4h 25m', '6h 30m']
SBCY;SBCB;[];[];[];[]
SBCY;SBCP;[865, 945];['5h 35m', '5h 35m'];[865, 945];['5h 35m', '5h 35m']
SBCY;SBME;[];[];[];[]
SBCY;SBGL;[678, 743, 678, 678, 711];['4h 10m', '4h 10m', '4h 45m', '12h 25m', '7h 10m'];[678, 743, 678, 678, 711];['4h 10m', '4h 10m', '4h 45m', '12h 25m', '7h 10m']
SBCY;SBNT;[];[];[];[]
SBCY;SBSG;[767, 832, 767, 767, 767];['17h 30m', '17h 30m', '9h 40m', '17h 45m', '17h 45m'];[767, 832, 767, 767, 767];['17h 30m', '17h 30m', '9h 40m', '17h 45m', '17h 45m']
SBCY;SSKW;[813, 893];['1h 20m', '1h 20m'];[813, 893];['1h 20m', '1h 20m']
SBCY;SBJI;[];[];[];[]
SBCY;SBPV;[746, 826, 770, 770, 770];['1h 55m', '1h 55m', '21h 10m', '21h 50m', '21h 50m'];[746, 826, 770, 770, 770];['1h 55m', '1h 55m', '21h 10m', '21h 50m', '21h 50m']
SBCY;SBVH;[919, 999];['1h 35m', '1h 35m'];[919, 999];['1h 35m', '1h 35m']
SBCY;SBBV;[1169, 1169, 1234, 1234];['8h', '18h 25m', '8h', '18h 25m'];[1169, 1169, 1234, 1234];['8h', '18h 25m', '8h', '18h 25m']
SBCY;SBCX;[846, 911];['4h 20m', '4h 20m'];[846, 911];['4h 20m', '4h 20m']
SBCY;SBPF;[1245, 1330, 1445, 1530];['12h 40m', '12h 40m', '10h 40m', '10h 40m'];[1245, 1330, 1445, 1530];['12h 40m', '12h 40m', '10h 40m', '10h 40m']
SBCY;SBPK;[1003, 1083];['8h 20m', '8h 20m'];[1003, 1083];['8h 20m', '8h 20m']
SBCY;SBPA;[532, 566, 566, 612];['4h 30m', '4h 20m', '4h 45m', '4h 45m', '4h 30m'];[532, 566, 566, 612];['4h 30m', '4h 20m', '4h 45m', '4h 45m', '4h 30m']
SBCY;SBSM;[987, 1067];['6h', '6h'];[987, 1067];['6h', '6h']
SBCY;SBCH;[880, 931, 931, 960];['10h 15m', '4h 40m', '5h 15m', '10h 15m'];[880, 931, 931, 960];['10h 15m', '4h 40m', '5h 15m', '10h 15m']
SBCY;SBFL;[1063, 1128, 1069, 1069, 1122];['4h 10m', '4h 10m', '5h 30m', '4h 55m', '4h 15m'];[1063, 1128, 1069, 1069, 1122];['4h 10m', '4h 10m', '5h 30m', '4h 55m', '4h 15m']
SBCY;SBCM;[];[];[];[]
SBCY;SBJV;[577, 662, 597, 609, 609];['4h 15m', '4h 15m', '10h 15m', '4h 30m', '19h'];[577, 662, 597, 609, 609];['4h 15m', '4h 15m', '10h 15m', '4h 30m', '19h']
SBCY;SBNF;[648, 685, 713, 726];['4h 15m', '5h 45m', '4h 15m', '6h 25m'];[648, 685, 713, 726];['4h 15m', '5h 45m', '4h 15m', '6h 25m']
SBCY;SBAR;[1095, 1160, 1095, 1095, 1095];['8h 20m', '8h 20m', '12h 35m', '9h 45m', '28h 25m'];[1095, 1160, 1095, 1095, 1095];['8h 20m', '8h 20m', '12h 35m', '9h 45m', '28h 25m']
SBCY;SBAU;[563, 643, 656, 741];['4h 10m', '4h 10m', '4h 30m', '4h 30m'];[563, 643, 656, 741];['4h 10m', '4h 10m', '4h 30m', '4h 30m']
SBCY;SBAQ;[];[];[];[]
SBCY;SBAE;[];[];[];[]
SBCY;SBKP;[783, 908, 826, 863];['5h 10m', '2h', '2h', '4h 20m', '5h 10m'];[783, 908, 826, 863];['5h 10m', '2h', '2h', '4h 20m', '5h 10m']
SBCY;SBGR;[501, 566, 501, 526, 566];['2h 20m', '2h 20m', '2h 20m', '2h 15m', '2h 15m'];[501, 566, 501, 526, 566];['2h 20m', '2h 20m', '2h 20m', '2h 15m', '2h 15m']
SBCY;SBML;[533, 613, 1038, 1123];['4h 15m', '4h 15m', '4h 45m', '4h 45m'];[533, 613, 1038, 1123];['4h 15m', '4h 15m', '4h 45m', '4h 45m']
SBCY;SBDN;[533, 598, 675, 750];['8h 5m', '8h 5m', '4h 50m', '4h 50m'];[533, 598, 675, 750];['8h 5m', '8h 5m', '4h 50m', '4h 50m']
SBCY;SBRP;[597, 662, 599, 599, 631];['4h 50m', '4h 50m', '5h 20m', '10h 55m', '4h 10m'];[597, 662, 599, 599, 631];['4h 50m', '4h 50m', '5h 20m', '10h 55m', '4h 10m']
SBCY;SBSR;[481, 561, 582, 647];['1h 45m', '1h 45m', '10h 10m', '4h 35m'];[481, 561, 582, 647];['1h 45m', '1h 45m', '10h 10m', '4h 35m']
SBCY;SBSJ;[927, 1007, 2100, 2185];['14h 5m', '14h 5m', '13h 45m', '13h 45m'];[927, 1007, 2100, 2185];['14h 5m', '14h 5m', '13h 45m', '13h 45m']
SBCY;SBSP;[585, 787, 650, 718];['4h 45m', '2h 5m', '4h 45m', '4h'];[585, 787, 650, 718];['4h 45m', '2h 5m', '4h 45m', '4h']
SBCY;SWGN;[910, 975];['20h 55m', '20h 55m'];[910, 975];['20h 55m', '20h 55m']
SBCY;SBPJ;[983, 1048, 1010, 983, 1000];['13h 55m', '13h 55m', '6h 35m', '13h 55m', '9h 25m'];[983, 1048, 1010, 983, 1000];['13h 55m', '13h 55m', '6h 35m', '13h 55m', '9h 25m']
SBCY;SBRJ;[719, 784, 719, 719, 725];['3h 40m', '3h 40m', '4h 5m', '6h 45m', '4h', '4h'];[719, 784, 719, 719, 725];['3h 40m', '3h 40m', '4h 5m', '6h 45m', '4h', '4h']
SBBE;SBCZ;[1248, 1313];['9h 10m', '9h 10m'];[1248, 1313];['9h 10m', '9h 10m']
SBBE;SBRB;[600, 665, 600, 600, 600];['13h 55m', '13h 55m', '28h 45m', '28h 45m', '28h 45m'];[600, 665, 600, 600, 600];['13h 55m', '13h 55m', '28h 45m', '28h 45m', '28h 45m']
SBBE;SBMO;[969, 969, 1034, 1039];['4h 55m', '7h 35m', '4h 55m', '7h 35m'];[969, 969, 1034, 1039];['4h 55m', '7h 35m', '4h 55m', '7h 35m']
SBBE;SWKO;[];[];[];[]
SBBE;SWEI;[];[];[];[]
SBBE;SBEG;[416, 416, 432, 481];['2h 5m', '2h 10m', '2h 5m', '2h 5m'];[416, 416, 432, 481];['2h 5m', '2h 10m', '2h 5m', '2h 5m']
SBBE;SWPI;[];[];[];[]
SBBE;SBUA;[];[];[];[]
SBBE;SBTT;[764, 844];['3h 50m', '3h 50m'];[764, 844];['3h 50m', '3h 50m']
SBBE;SBTF;[];[];[];[]
SBBE;SBMQ;[290, 300, 300, 355];['55m', '55m', '1h', '55m'];[290, 300, 300, 355];['55m', '55m', '1h', '55m']
SBBE;SNBR;[931, 976, 996, 1041];['5h 45m', '8h 40m', '5h 45m', '8h 40m'];[931, 976, 996, 1041];['5h 45m', '8h 40m', '5h 45m', '8h 40m']
SBBE;SBFE;[];[];[];[]
SBBE;SBIL;[549, 725, 549, 645, 645];['19h 45m', '22h 45m', '18h 55m', '22h 45m', '40h 45m'];[549, 725, 549, 645, 645];['19h 45m', '22h 45m', '18h 55m', '22h 45m', '40h 45m']
SBBE;SBLE;[1003, 1083];['21h 40m', '21h 40m'];[1003, 1083];['21h 40m', '21h 40m']
SBBE;SBUF;[];[];[];[]
SBBE;SBPS;[1033, 1098, 1033, 1033, 1033];['5h 10m', '5h 10m', '5h 15m', '10h 10m', '14h'];[1033, 1098, 1033, 1033, 1033];['5h 10m', '5h 10m', '5h 15m', '10h 10m', '14h']
SBBE;SBSV;[353, 413, 423, 433];['4h 50m', '14h 25m', '4h 50m', '5h 20m'];[353, 413, 423, 433];['4h 50m', '14h 25m', '4h 50m', '5h 20m']
SBBE;SNTF;[];[];[];[]
SBBE;SBQV;[870, 935, 1354, 1419];['7h 50m', '7h 50m', '10h 45m', '10h 45m'];[870, 935, 1354, 1419];['7h 50m', '7h 50m', '10h 45m', '10h 45m']
SBBE;SBFZ;[330, 395, 396, 396];['1h 50m', '1h 50m', '1h 50m', '1h 55m', '1h 55m'];[330, 395, 396, 396];['1h 50m', '1h 50m', '1h 50m', '1h 55m', '1h 55m']
SBBE;SBJU;[1019, 1084];['6h', '6h'];[1019, 1084];['6h', '6h']
SBBE;SBBR;[701, 1007, 932, 716, 701];['14h 50m', '2h 35m', '2h 35m', '12h 40m', '14h 50m'];[701, 1007, 932, 716, 701];['14h 50m', '2h 35m', '2h 35m', '12h 40m', '14h 50m']
SBBE;SBVT;[694, 764, 702, 694, 737];['6h 45m', '6h 45m', '11h 25m', '14h 5m', '6h 20m'];[694, 764, 702, 694, 737];['6h 45m', '6h 45m', '11h 25m', '14h 5m', '6h 20m']
SBBE;SBCN;[1193, 1258, 1448, 1513];['7h 45m', '7h 45m', '20h', '20h'];[1193, 1258, 1448, 1513];['7h 45m', '7h 45m', '20h', '20h']
SBBE;SBGO;[694, 779, 694, 728, 736];['10h', '10h', '9h 40m', '12h 45m', '13h 50m'];[694, 779, 694, 728, 736];['10h', '10h', '9h 40m', '12h 45m', '13h 50m']
SBBE;SWLC;[];[];[];[]
SBBE;SBIZ;[551, 616, 551, 601, 612];['14h 35m', '13h 45m', '13h 45m', '10h 40m', '9h 15m'];[551, 616, 551, 601, 612];['14h 35m', '13h 45m', '13h 45m', '10h 40m', '9h 15m']
SBBE;SBSL;[468, 522, 548, 602];['1h', '1h 5m', '1h', '1h 5m'];[468, 522, 548, 602];['1h', '1h 5m', '1h', '1h 5m']
SBBE;SBAX;[];[];[];[]
SBBE;SBBH;[];[];[];[]
SBBE;SBCF;[613, 1059, 628, 979, 613];['11h 55m', '3h 5m', '6h 55m', '3h 5m', '11h 20m'];[613, 1059, 628, 979, 613];['11h 55m', '3h 5m', '6h 55m', '3h 5m', '11h 20m']
SBBE;SBZM;[];[];[];[]
SBBE;SBGV;[1196, 1276];['6h 35m', '6h 35m'];[1196, 1276];['6h 35m', '6h 35m']
SBBE;SBJF;[972, 1052];['9h 5m', '9h 5m'];[972, 1052];['9h 5m', '9h 5m']
SBBE;SBMK;[682, 747, 750, 830];['9h 20m', '9h 20m', '6h 50m', '6h 50m'];[682, 747, 750, 830];['9h 20m', '9h 20m', '6h 50m', '6h 50m']
SBBE;SNPD;[];[];[];[]
SBBE;SBIP;[1193, 1273];['5h 45m', '5h 45m'];[1193, 1273];['5h 45m', '5h 45m']
SBBE;SBUR;[1225, 1305];['9h 5m', '9h 5m'];[1225, 1305];['9h 5m', '9h 5m']
SBBE;SBUL;[799, 879, 799, 799, 837];['6h 45m', '6h 45m', '14h 55m', '26h 20m', '20h 5m'];[799, 879, 799, 799, 837];['6h 45m', '6h 45m', '14h 55m', '26h 20m', '20h 5m']
SBBE;SBDB;[];[];[];[]
SBBE;SBCG;[693, 768, 693, 693, 693];['10h 35m', '10h 35m', '17h 40m', '17h 35m', '9h'];[693, 768, 693, 693, 693];['10h 35m', '10h 35m', '17h 40m', '17h 35m', '9h']
SBBE;SBCR;[];[];[];[]
SBBE;SBDO;[];[];[];[]
SBBE;SBTG;[];[];[];[]
SBBE;SBAT;[1003, 1083, 2100, 2185];['13h 15m', '13h 15m', '13h 15m', '13h 15m'];[1003, 1083, 2100, 2185];['13h 15m', '13h 15m', '13h 15m', '13h 15m']
SBBE;SWRD;[2100, 2185];['8h 20m', '8h 20m'];[2100, 2185];['8h 20m', '8h 20m']
SBBE;SWSI;[2100, 2185];['11h 10m', '11h 10m'];[2100, 2185];['11h 10m', '11h 10m']
SBBE;SBCY;[969, 1074, 989, 969, 969];['32h 50m', '17h 45m', '17h 45m', '10h 30m', '14h 30m'];[969, 1074, 989, 969, 969];['32h 50m', '17h 45m', '17h 45m', '10h 30m', '14h 30m']
SBBE;SBMD;[];[];[];[]
SBBE;SBHT;[380, 410, 460, 790];['1h 10m', '1h 15m', '1h 10m', '1h 15m'];[380, 410, 460, 790];['1h 10m', '1h 15m', '1h 10m', '1h 15m']
SBBE;SBBE;[];[];[];[]
SBBE;SBAA;[];[];[];[]
SBBE;SBIH;[770, 1100];['2h 50m', '2h 50m'];[770, 1100];['2h 50m', '2h 50m']
SBBE;SBMA;[515, 573, 595, 653];['1h', '1h', '1h', '1h'];[515, 573, 595, 653];['1h', '1h', '1h', '1h']
SBBE;SBTB;[];[];[];[]
SBBE;SDOW;[];[];[];[]
SBBE;SBCJ;[310, 375, 629, 694];['1h 10m', '1h 10m', '2h 10m', '2h 10m'];[310, 375, 629, 694];['1h 10m', '1h 10m', '2h 10m', '2h 10m']
SBBE;SNDC;[];[];[];[]
SBBE;SBSN;[181, 246, 291, 291];['1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m'];[181, 246, 291, 291];['1h 20m', '1h 20m', '1h 20m', '1h 20m', '1h 20m']
SBBE;SBTU;[];[];[];[]
SBBE;SBJP;[935, 1000, 935, 935, 935];['6h 10m', '6h 10m', '18h 25m', '18h 25m', '31h 40m'];[935, 1000, 935, 935, 935];['6h 10m', '6h 10m', '18h 25m', '18h 25m', '31h 40m']
SBBE;SBKG;[896, 961];['6h 30m', '6h 30m'];[896, 961];['6h 30m', '6h 30m']
SBBE;SBFN;[1527, 1592, 2062, 2100];['9h', '9h', '7h 40m', '16h 50m'];[1527, 1592, 2062, 2100];['9h', '9h', '7h 40m', '16h 50m']
SBBE;SBPL;[1018, 1083, 2048, 2185];['20h', '20h', '11h 10m', '11h 10m'];[1018, 1083, 2048, 2185];['20h', '20h', '11h 10m', '11h 10m']
SBBE;SBRF;[499, 554, 615, 672];['4h 10m', '4h 10m', '11h 45m', '2h 40m'];[499, 554, 615, 672];['4h 10m', '4h 10m', '11h 45m', '2h 40m']
SBBE;SBPB;[];[];[];[]
SBBE;SBTE;[644, 704, 760, 825];['3h 50m', '3h 50m', '3h 30m', '3h 30m'];[644, 704, 760, 825];['3h 50m', '3h 50m', '3h 30m', '3h 30m']
SBBE;SBCA;[989, 989, 1054, 1069];['6h 20m', '8h 45m', '6h 20m', '8h 45m'];[989, 989, 1054, 1069];['6h 20m', '8h 45m', '6h 20m', '8h 45m']
SBBE;SBCT;[400, 465, 703, 703];['5h 45m', '5h 45m', '9h 45m', '15h 35m'];[400, 465, 703, 703];['5h 45m', '5h 45m', '9h 45m', '15h 35m']
SBBE;SBFI;[930, 995, 930, 930, 930];['6h 30m', '6h 30m', '7h 45m', '8h', '28h 45m'];[930, 995, 930, 930, 930];['6h 30m', '6h 30m', '7h 45m', '8h', '28h 45m']
SBBE;SBLO;[963, 1136, 995, 1071, 1071];['35h 35m', '7h', '50h 50m', '7h', '7h 15m'];[963, 1136, 995, 1071, 1071];['35h 35m', '7h', '50h 50m', '7h', '7h 15m']
SBBE;SBMG;[519, 584, 684, 729];['8h 5m', '8h 5m', '15h 5m', '7h 35m'];[519, 584, 684, 729];['8h 5m', '8h 5m', '15h 5m', '7h 35m']
SBBE;SBCB;[1106, 1186];['27h 45m', '27h 45m'];[1106, 1186];['27h 45m', '27h 45m']
SBBE;SBCP;[923, 1003];['9h 15m', '9h 15m'];[923, 1003];['9h 15m', '9h 15m']
SBBE;SBME;[];[];[];[]
SBBE;SBGL;[897, 906, 897, 971];['4h 55m', '3h 35m', '15h 35m', '3h 35m'];[897, 906, 897, 971];['4h 55m', '3h 35m', '15h 35m', '3h 35m']
SBBE;SBNT;[];[];[];[]
SBBE;SBSG;[498, 498, 560, 563];['3h 20m', '3h 55m', '6h 25m', '3h 20m'];[498, 498, 560, 563];['3h 20m', '3h 55m', '6h 25m', '3h 20m']
SBBE;SSKW;[1217, 1297, 2100, 2185];['13h 15m', '13h 15m', '13h 15m', '13h 15m'];[1217, 1297, 2100, 2185];['13h 15m', '13h 15m', '13h 15m', '13h 15m']
SBBE;SBJI;[];[];[];[]
SBBE;SBPV;[659, 724, 776, 776];['19h 5m', '19h 5m', '12h 55m', '21h 55m'];[659, 724, 776, 776];['19h 5m', '19h 5m', '12h 55m', '21h 55m']
SBBE;SBVH;[2100, 2185];['13h 20m', '13h 20m'];[2100, 2185];['13h 20m', '13h 20m']
SBBE;SBBV;[598, 701, 729, 766];['40h 55m', '9h', '40h 55m', '9h'];[598, 701, 729, 766];['40h 55m', '9h', '40h 55m', '9h']
SBBE;SBCX;[1071, 1136];['8h 35m', '8h 35m'];[1071, 1136];['8h 35m', '8h 35m']
SBBE;SBPF;[1081, 1143, 1146, 1223];['6h 35m', '20h 55m', '6h 35m', '20h 55m'];[1081, 1143, 1146, 1223];['6h 35m', '20h 55m', '6h 35m', '20h 55m']
SBBE;SBPK;[1422, 1502];['10h 50m', '10h 50m'];[1422, 1502];['10h 50m', '10h 50m']
SBBE;SBPA;[740, 825, 761, 761, 740];['8h 30m', '8h 30m', '10h 20m', '12h', '12h 20m'];[740, 825, 761, 761, 740];['8h 30m', '8h 30m', '10h 20m', '12h', '12h 20m']
SBBE;SBSM;[1125, 1205];['15h 25m', '15h 25m'];[1125, 1205];['15h 25m', '15h 25m']
SBBE;SBCH;[931, 931, 996, 996];['9h 45m', '10h 40m', '9h 45m', '10h 40m'];[931, 931, 996, 996];['9h 45m', '10h 40m', '9h 45m', '10h 40m']
SBBE;SBFL;[564, 564, 629, 629];['7h 30m', '12h 10m', '7h 30m', '12h 10m'];[564, 564, 629, 629];['7h 30m', '12h 10m', '7h 30m', '12h 10m']
SBBE;SBCM;[];[];[];[]
SBBE;SBJV;[353, 399, 418, 399];['11h 20m', '16h 55m', '11h 20m', '13h 5m'];[353, 399, 418, 399];['11h 20m', '16h 55m', '11h 20m', '13h 5m']
SBBE;SBNF;[631, 631, 676, 696];['6h 40m', '15h 10m', '16h 15m', '6h 40m'];[631, 631, 676, 696];['6h 40m', '15h 10m', '16h 15m', '6h 40m']
SBBE;SBAR;[985, 985, 985, 1050];['7h 40m', '27h 5m', '27h 50m', '7h 40m'];[985, 985, 985, 1050];['7h 40m', '27h 5m', '27h 50m', '7h 40m']
SBBE;SBAU;[1125, 1205];['10h 45m', '10h 45m'];[1125, 1205];['10h 45m', '10h 45m']
SBBE;SBAQ;[];[];[];[]
SBBE;SBAE;[];[];[];[]
SBBE;SBKP;[420, 510, 936, 672];['5h 10m', '5h 10m', '3h 40m', '5h 30m'];[420, 510, 936, 672];['5h 10m', '5h 10m', '3h 40m', '5h 30m']
SBBE;SBGR;[663, 829, 669, 732, 764];['21h 45m', '3h 40m', '19h 25m', '22h 55m', '3h 40m'];[663, 829, 669, 732, 764];['21h 45m', '3h 40m', '19h 25m', '22h 55m', '3h 40m']
SBBE;SBML;[793, 873, 2100, 2185];['9h', '9h', '7h', '7h'];[793, 873, 2100, 2185];['9h', '9h', '7h', '7h']
